CODGP_PROD; CODGP; GP_TIPO_PROD; Nombre Producto; Lugar; Año; Idioma; Páginas; Volumen; Editorial; Ambito; DOI; Descripción; Instituciones; Tipo Vincula Institu; Autores
asd51;asd;8;IN VIVO INHIBITION FOLLOWED BY EXOGENOUS SUPPLEMENTATION DEMOSTRATES GALACTOPOIETIC EFFECTS OF PROLACTIN ON MAMMARY TISSUE AND MILK PRODUCTION IN DAIRY COWS;Estados Unidos;2015;;8775 - 8787;98;;;doi: 10.3168/jds.2015-9853;;;;MARION BOUTINAUD, JOAQUIN ANGULO ARIZALA, V LOLLIVIER,;
asd52;asd;8;Effects of Kikuyu grass Pennisetum clandestinum age and different forage: concentrate ratios on methanogenesis;Colombia;2015;;4726 - 4738;20;;;;;;;FREDY RAMIREZ, SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA,;
asd53;asd;8;Fisiología de los hongos formadores de micorrizas arbusculares;Colombia;2015;;1 - 16;27;;;;;;;ALEJANDRO ORTIZ ACEVEDO, NELSON WALTER OSORIO VEGA, JULIO ECHEVERI GOMEZ, OCTAVIO GONZALEZ MURILLO, MARISOL MEDINA SIERRA,;
asd54;asd;8;Biodegradable Zein-Based Blend Films: Structural, Mechanical and Barrier Properties;Croacia;2015;;348 - 353;53;;;10.17113/ftb.53.03.15.3725;;;;CAROLINA PENA SERNA, JOSE FRANCISCO LOPES FILHO,;
asd55;asd;8;Identificación del potencial antimetanogénico in vitro de plantas nativas de la sabana inundable adaptadas a condiciones de sequía en la Orinoquía Colombiana;Colombia;2015;;1 - 15;27;;;;;;;OSCAR MAURICIO VELEZ TERRANOVA, RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA, ROMULO CAMPOS GAONA, HUGO SANCHEZ GUERRERO,;
asd56;asd;8;Identificación del potencial antimetanogénico in vitro de plantas nativas de la sabana inundable adaptadas a condiciones de sequía en la Orinoquía Colombiana ;Colombia;2015;;1 - 15;27;;;;;;;MAURICIO VELEZ, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA, ROMULO CAMPOS GAONA,;
asd57;asd;8;Calfs sex, parity and the hour of harvest after calving affect colostrum quality of dairy cows grazing under high tropical conditions;Reino Unido;2015;;699 - 705;47;;;10.1007/s11250-015-0781-z;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA,;
asd58;asd;8;Evaluación in vitro de aminoácidos lisina y metionina con y sin protección;Colombia;2015;;1 - 12;27;;;;;;;MONICA DUQUE QUINTERO, JAIME RICARDO ROSERO NOGUERA, MARTHA OLIVERA,;
asd59;asd;8;VARIABLES FISIOLÓGICAS-METABÓLICAS DE ESTRÉS CALÓRICO EN VACAS BAJO SILVOPASTOREO Y PRADERA SIN ÁRBOLES;Costa Rica;2015;;211 - 223;26;;;http://dx.doi.org/10.15517/am.v26i2.19277;;;;LILIANA MAHECHA LEDESMA, SOCORRO CAJAS, WILSON BARRAGAN,;
asd60;asd;8;Calfs sex, parity and the hour of harvest after calving affect colostrum quality of dairy cows grazing under high tropical conditions.;Países Bajos;2015;;609 - 705;47;;;10.1007/s11250-015-0781-z;;;;ANGULO JOAQUIN, LILIANA MAHECHA LEDESMA, ESTEFANIA MEJIA DIAZ,;
asd61;asd;8;Calidad de la canal de bovinos enteros F1 Aberdeen Angus x Brahman y Brangus en Colombia;Colombia;2015;;1 - 10;27;;;10.13140/2.1.3412.8009;;;;LILIANA MAHECHA LEDESMA,;
asd62;asd;8;Efecto de la línea genética y el sexo sobre el crecimiento en cuyes Cavia porcellus;Colombia;2015;;1 - 10;27;;;;;;;SANDRA LUCIA POSADA OCHOA, CARLOS SOLARTE PORTILLA, JAIME RICARDO ROSERO NOGUERA,;
asd63;asd;8;Consumo de lácteos en población universitaria de la ciudad de Medellín;Chile;2015;;35 - 40;42;;;10.4067/S0717-75182015000100004;;;;JOAQUIN ANGULO ARIZALA,;
asd64;asd;8;Escherichia coli lipopolysaccharides decrease molecular expression and activity of disaccharidases and aminopeptidases in weaned pigs;Colombia;2015;;64 - 73;28;;;;;;;PARRA S.J, JORGE HERNAN AGUDELO TRUJILLO, ALBEIRO LOPEZ HERRERA,;
asd65;asd;8;Efecto de la línea genética y el sexo sobre el crecimiento en cuyes Cavia porcellus;Colombia;2015;;1 - 10;27;;;;;;;SANDRA LUCIA POSADA OCHOA, CARLOS SOLARTE, JAIME RICARDO ROSERO NOGUERA,;
asd66;asd;8;METANOGÉNESIS RUMINAL Y ESTRATEGIAS PARA SU MITIGACIÓN;Colombia;2014;;307 - 323;9;;;;;;;FREDY RAMIREZ, SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA,;
asd67;asd;8;Inclusión de vinaza de cańa y su efecto sobre el perfil de fermentación y calidad nutricional del ensilaje de pasto Maralfalfa Penissetum sp;Colombia;2014;;1 - 10;26;;;;;;;SERGIO ANDRES VARGAS NARANJO, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd68;asd;8;Metanogénesis ruminal y estrategias para su mitigación;Colombia;2014;;307 - 323;9;;;;;;;FREDY RAMIREZ AGUDELO, SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA,;
asd69;asd;8;Sub-acute ruminal acidosis and non-structural carbohydrates: a study model in nutritional immunology;Colombia;2014;;295 - 306;9;;;;;;;LUIS MIGUEL GOMEZ OSORIO, SANDRA LUCIA POSADA OCHOA, MARTHA OLIVERA ANGEL,;
asd70;asd;8;Inclusión de vinaza de cańa y su efecto sobre el perfil de fermentación y calidad nutricional del ensilaje de pasto Maralfalfa Penissetum sp;Colombia;2014;;1 - 10;26;;;;;;;SERGIO GOMEZ GOMEZ, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd71;asd;8;Efecto de metabolitos secundarios de las plantas sobre la emisión entérica de metano en rumiantes;Colombia;2014;;1 - 10;20;;;;;;;DIANA MARIA ORTIZ, SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA,;
asd72;asd;8;Efecto de metabolitos secundarios de las plantas sobre la emisión entérica de metano en rumiantes;Colombia;2014;;1 - 12;26;;;0;;;;DIANA MARIA ORTIZ, SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA,;
asd73;asd;8;Comparison of direct and indirect estimates of apparent total tract digestibility in swine with effort to reduce variation by pooling of multiple day fecal samples;Estados Unidos;2014;;4566 - 4576;92;;;10.2527/jas.2013-6570;;;;JORGE HERNAN AGUDELO TRUJILLO, CARLOS SANTIAGO ESCOBAR RESTREPO, GARY CROMWELL, M D LINDEMANN, INOCENCIO N, GL CROMWELL,;
asd74;asd;8;Efecto de diferentes aditivos sobre la composición y el perfil de fermentación del ensilaje de cáscaras de Maracuyá Passiflora edulis;Colombia;2014;;1 - 8;26;;;;;;;JAIME RICARDO ROSERO NOGUERA, SARA VALENCIA, SANDRA LUCIA POSADA OCHOA,;
asd75;asd;8;Lactose and milk urea nitrogen: fluctuations during lactation in Holstein cows;Brasil;2014;;479 - 484;43;;;http://dx.doi.org/10.1590/S1516-35982014000900004;;;;JORGE HERNAN AGUDELO TRUJILLO, VA HENAO, BO MUNERA, RA HERRERA, MF CERON,;
asd76;asd;8;Efecto de diferentes aditivos sobre la composición y el perfil de fermentación del ensilaje de cáscaras de Maracuyá Passiflora edulis;Colombia;2014;;1 - 8;26;;;;;;;RICARDO ROSERO NOGUERA, SARA VALENCIA, SANDRA LUCIA POSADA OCHOA,;
asd77;asd;8;POTENCIAL FORRAJERO DE Tithonia diversifolia Hemsl. A Gray EN LA PRODUCCIÓN DE VACAS LECHERAS;Costa Rica;2014;;393 - 403;25;;;;;;;LUIS ALBERTO GALLEGO, JOAQUIN ANGULO, LILIANA MAHECHA LEDESMA,;
asd78;asd;8;POTENCIAL FORRAJERO DE Tithonia diversifolia Hemsl. A Gray EN LA PRODUCCIÓN DE VACAS LECHERAS;Costa Rica;2014;;293 - 403;25;;;DOI: http://dx.doi.org/10.15517/am.v25i2.15454;;;;LUIS GALLEGO, JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA,;
asd79;asd;8;Producción de metano y digestibilidad de mezclas kikuyo Pennisetum clandestinum - papa Solanum tuberosum;Costa Rica;2014;;141 - 150;25;;;;;;;SANDRA LUCIA POSADA OCHOA, FREDY RAMIREZ AGUDELO, RICARDO ROSERO NOGUERA,;
asd80;asd;8;Application of the logistic model to describe the growth curve in dogs of different breeds;Colombia;2014;;4015 - 4022;19;;;;;;;SANDRA LUCIA POSADA OCHOA, LUIS MIGUEL GOMEZ OSORIO, RICARDO ROSERO NOGUERA,;
asd81;asd;8;Conocimientos, gustos y prácticas sobre el consumo de lácteos en una población escolar de la ciudad de Medellín-Colombia;Colombia;2014;;83 - 96;16;;;;;;;HOLMES RODRIGUEZ ESPINOSA,;
asd82;asd;8;Vinaza de cańa como aditivo acidificante en la elaboración de ensilaje de maíz Zea mays;Colombia;2014;;1 - 10;26;;;;;;;ELIZABETH RENDON, RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd83;asd;8;Application of the logistic model to describe the growth curve in dogs of different breeds;Colombia;2014;;4015 - 4022;19;;;;;;;SANDRA LUCIA POSADA OCHOA, LUIS MIGUEL GOMEZ, JAIME RICARDO ROSERO NOGUERA,;
asd84;asd;8;Producción de metano y digestibilidad de mezclas kikuyo Pennisetum clandestinum - papa Solanum tuberosum.;Costa Rica;2014;;141 - 150;25;;;;;;;SANDRA LUCIA POSAD OCHOA, FREDY RAMIREZ, JAIME RICARDO ROSERO NOGUERA,;
asd85;asd;8;Vinaza de cańa como aditivo acidificante en la elaboración de ensilaje de maíz Zea mays;Colombia;2014;;1 - 8;26;;;;;;;ELIZABETH RENDON, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd86;asd;8;Influencia del tipo de preguntas sobre el desempeńo estudiantil en la evaluación del aprendizaje en ciencias agrarias;Colombia;2014;;62 - 74;43;;;;;;;HOLMES RODRIGUEZ ESPINOSA,;
asd87;asd;8;Efecto de diferentes dosis de fertilizante compuesto en la calidad del pasto kikuyo Pennisetum clandestinum Hochst. Ex Chiov.;Cuba;2014;;31 - 37;37;;;;;;;ANA CAROLINA MEJIA TABORDA, RICARDO OCHOA OCHOA, MARISOL MEDINA SIERRA,;
asd88;asd;8;Cinética de degradación ruminal del ensilaje de maíz con diferentes niveles de inclusión de vinaza;Colombia;2013;;42 - 51;8;;;;;;;ELIZABETH RENDON, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd89;asd;8;Cinética de degradación ruminal del ensilaje de maíz con diferentes niveles de inclusión de vinaza;Colombia;2013;;42 - 51;8;;;;;;;ELIZABETH RENDON, RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd90;asd;8;Procesamiento del grano de maiz sobre la cinética de degradación de la materia seca in vitro;Colombia;2013;;3877 - 3885;18;;;;;;;RAUL VELASQUEZ VELEZ, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd91;asd;8;Procesamiento del grano de maíz sobre la cinética de degradación de la materia seca in vitro;Colombia;2013;;3877 - 3885;18;;;;;;;RAUL VELASQUEZ, RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA, RAUL ADOLFO VELASQUEZ VELEZ,;
asd92;asd;8;Efecto de la suplementación con grasas protegidas sobre parámetros productivos y reproductivos en vacas lactantes;Colombia;2013;;3812 - 3821;18;;;;;;;MONICA DUQUE QUINTERO, JAIME RICARDO ROSERO NOGUERA, JORGE GALLO MARIN, MARTHA OLIVERA ANGEL, MARTHA OLIVERA ANGEL,;
asd93;asd;8;Estimación del rendimiento en canal de novillos Holstein usando ultrasonografía;Colombia;2013;;1 - 10;25;;;;;;;RAUL VELASQUEZ, RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA, RAUL ADOLFO VELASQUEZ VELEZ,;
asd94;asd;8;Estimación del rendimiento en canal de novillos Holstein usando ultrasonografía;Colombia;2013;;1 - 10;25;;;;;;;RAUL VELASQUEZ VELEZ, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSAD OCHOA,;
asd95;asd;9;El consumo continuo de 1-hidroxicolecalciferol no genera mortalidad en cerdos en crecimiento a una dosis mayor al requerimiento de vitamina D;Colombia;2013;;441 - 441;26;;;;;;;JORGE HERNAN AGUDELO TRUJILLO, CHICA J.D, M CHIPATECUA,;
asd96;asd;9;Lactosa y nitrógeno ureico en leche: variaciones durante la lactancia en vacas Holstein;Colombia;2013;;400 - 400;26;;;;;;;JORGE HERNAN AGUDELO TRUJILLO,;
asd97;asd;8;Comparison of methods to determine total edible meat in the male Holstein cattle carcass;Colombia;2013;;159 - 168;26;;;;;;;SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA, RAUL VELASQUEZ, ALVARO HOYOS, JUAN MANUEL CERON, RAUL ADOLFO VELASQUEZ VELEZ,;
asd98;asd;8;Inclusión de vinaza de cańa en dietas para vacas lecheras;Colombia;2013;;1 - 8;25;;;;;;;RUBEN FERNANDEZ, RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd99;asd;8;Estimation of growth in intact grazing Holstein steers;Colombia;2013;;169 - 176;26;;;;;;;RAUL VELASQUEZ, RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA, ALVARO HOYOS, JUAN MANUEL CERON, RAUL ADOLFO VELASQUEZ VELEZ,;
asd100;asd;8;Comparison of methods to determine total edible meat in the male Holstein cattle carcass;Colombia;2013;;159 - 168;26;;;;;;;SANDRA LUCIA POSAD OCHOA, JAIME RICARDO ROSERO NOGUERA, RICARDO ROSERO NOGUERA, RAUL VELASQUEZ VELEZ,;
asd101;asd;8;Estimation of growth in intact grazing Holstein steers;Colombia;2013;;169 - 176;26;;;;;;;RAUL VELASQUEZ VELEZ, JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSAD OCHOA,;
asd102;asd;8;Inclusión de vinaza de cańa en dietas para vacas lecheras;Colombia;2013;;1 -;25;;;;;;;RUBEN FERNANDEZ, JAIME RICARDO ROSERO NOGUERA, RICARDO ROSERO NOGUERA, SANDRA LUCIA POSAD OCHOA,;
asd103;asd;9;Sugarcane vinasse as additive for whole-plant corn ensiling;Brasil;2013;;133 -;3;;;;;;;JAIME RICARDO ROSERO NOGUERA, MARIA ELIZABETH RENDON CORREA, SANDRA LUCIA POSAD OCHOA,;
asd104;asd;8;Evaluación del establecimiento de ryegrass Lolium sp. en potreros de kikuyo Pennisetum clandestinum usando la metodología de cero labranza;Colombia;2013;;23 - 32;8;;;;;;;SANDRA LUCIA POSADA OCHOA, JUAN MANUEL CERON, JHON ARENAS, JUAN FERNANDO HAMEDT, ANDRES ALVAREZ,;
asd105;asd;9;Sugarcane vinasse as additive for whole-plant corn ensiling;Brasil;2013;;133 - 134;3;;;;;;;RICARDO ROSERO NOGUERA, ELIZABETH RENDON, SANDRA LUCIA POSADA OCHOA,;
asd106;asd;8;Consumo de vegetales y factores relacionados en estudiantes universitarios de la ciudad de Medellín, Colombia;Colombia;2013;;171 - 183;15;;;;;;;HOLMES RODRIGUEZ ESPINOSA,;
asd107;asd;8;Distribution of conjugated linoleic acid CLA isomers and other fatty acids in polar and neutral fractions on milk from cows fed different lipid supplements;Colombia;2013;;79 - 89;26;;;NA;;;;JOAQUIN ANGULO ARIZALA, MARTHA OLIVERA ANGEL, LILIANA MAHECHA LEDESMA, GERD NUERNBERG, DIRK DANNENBERGER, KARIN NUERNBG,;
asd108;asd;8;Distribution of conjugated linoleic acid CLA isomers and other fatty acids in polar and neutral fractions of milk from cows fed different lipid supplements;Colombia;2013;;79 - 89;26;;;;;;;JOAQUIN ANGULO ARIZALA, MARTHA OLIVERA ANGEL, MAHECHA LILIANA, GERD NUERNBERG, DIRK DANNENBERGER, KARIN NUERNBG,;
asd109;asd;8;Efecto del complejo vitaminas y aminoácidos en el comportamiento productivo de gallinas ponedoras;Colombia;2013;;225 - 234;11;;;;;;;MONICA MARIA ESTRADA PAREJA,;
asd110;asd;8;Efecto de la suplementación con grasa protegida conteniendo ácidos omega 6 y 3 sobre el perfil de ácidos grasos de la leche de vacas Holstein;Colombia;2013;;1 - 9;25;;;;;;;MONICA DUQUE QUINTERO, JAIME RICARDO ROSERO NOGUERA, MONICA DEL SOCORRO DUQUE QUINTERO, MARTHA OLIVERA ANGEL, MARTHA OLIVERA ANGEL,;
asd111;asd;8;How seleted tissues of lactating Holsteins cows respond to dietary polyunsaturated fatty acid supplementation;Estados Unidos;2013;;357 - 367;48;;;doi: 10.1007/s11745-012-3737-3;;;;JOAQUIN ANGULO ARIZALA,;
asd112;asd;8;Effects of arbuscular mycorrhizal fungal species and the medium pH on the growth of Pueraria phaseoloides Roxb. Benth;Países Bajos;2013;;65 - 71;60;;;DOI 10.1007/s13199-013-0240-4;;;;MARISOL MEDINA SIERRA, FRANCISCO HERNANDO OROZCO PATINO,;
asd113;asd;8;Influence of ethanol and glycerol concentration over functional and structural properties of zein-oleic acid films;República de China;2013;;580 - 585;142;;;http://dx.doi.org/10.1016/j.matchemphys.2013.07.056;;;;CAROLINA PENA SERNA, JOSE FRANCISCO LOPES FILHO,;
asd114;asd;8;Intestinal expression of pro-inammatory cytokines induced by oral intake of lipopolysaccharide LPS from E. coli in weaned pigs;Colombia;2013;;108 - 118;26;;;;;;;PARRA S.J, JORGE HERNAN AGUDELO TRUJILLO, DAVID SANIN, JORGE FORERO, CARLOS MUSKUS, ALBEIRO LOPEZ HERRERA,;
asd115;asd;8;Effects of polyunsaturated fatty acids from plant oils and algae on milk fat yield and composition are associated with mammary lipogenic and SREBF1 gene expression;Francia;2012;;1961 - 1972;6;;;DOI: http://dx.doi.org/10.1017/S1751731112000845;;;;JOAQUIN ANGULO ARIZALA, MAHECHA LILIANA, KARIN NUERNBG, GERD NUERNBERG, DIRK DANNENBERGER, MARION BOUTINAUD, C LEROUX, ELKE ALBRECHT, LAURENCE BERNARD,;
asd116;asd;8;Ruminant feces used as inoculum for the in vitro gas production technique;Colombia;2012;;592 - 602;25;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA, JUAN SEGURA,;
asd117;asd;8;Effect of polyunsaturated fatty acids from plants oils and algae on milk fat yield and composition are associated with mammary lipogenic and SREBF1 gene expression;Francia;2012;;1961 - 1972;6;;;DOI: http://dx.doi.org/10.1017/S1751731112000845;;;;JOAQUIN ANGULO, LILIANA MAHECHA LEDESMA, KARIN NUERNBG, GERD NUERNBERG, DIRK DANNENBERGER, MARTHA OLIVERA ANGEL, MARION BOUTINAUD, ELKE ALBRECHT, LAURENCE BERNARD,;
asd118;asd;8;Comparación de métodos para la determinación del valor energético de alimentos para rumiantes;Colombia;2012;;3184 - 3192;17;;;;;;;SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA, NORBERTO MARIO RODRIGUEZ, ANA LUIZA COSTA CRUZ BORGES,;
asd119;asd;8;Comparación de métodos para la determinación del valor energético de alimentos para rumiantes;Colombia;2012;;3184 - 3192;17;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA, NORBERTO MARIO RODRIGUEZ, ANA LUIZA COSTA CRUZ BORGES,;
asd120;asd;8;Dietary fatty acid intervention of lactating cows simultaneously affects lipid profiles of meat and milk;Estados Unidos;2012;;2968 - 2974;92;;;doi: 10.1002/jsfa.5709.;;;;JOAQUIN ANGULO ARIZALA, BEATE HILLER, MARTHA OLIVERA ANGEL, MAHECHA LILIANA, DIRK DANNENBERGER, GERD NUERNBERG, BERND LOSAND, KARIN NUERNBG,;
asd121;asd;8;Ruminant feces used as inoculum for the in vitro gas production technique;Colombia;2012;;592 - 602;25;;;;;;;SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA, JUAN AICARDO SEGURA, JUAN AICARDO SEGURA CARO,;
asd122;asd;8;Respuesta del aliso Alnus acuminata Kunth inoculado con Frankia sp. y hongos HMA a tres niveles de excretas líquidas porcinas en San Pedro Antioquia, Colombia;Colombia;2012;;180 -;24;;;;;;;GABRIEL TAMAYO MARTINEZ, SILVIO ANTONIO AYALA LOPERA, MARISOL MEDINA SIERRA,;
asd123;asd;8;Metabolic profile in Alpina and Saanen lactating goats;Colombia;2012;;1 - 9;24;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA, OSWALDO BEDOYA, OSWALDO BEDOYA MEJIA,;
asd124;asd;8;Perfil metabólico de cabras lactantes de las razas Saanen y Alpina;Colombia;2012;;1 - 10;24;;;;;;;SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA, OSWALDO BEDOYA MEJIA,;
asd125;asd;8;Nutritional evaluation of fruit and vegetable waste as feedstuff for diets;Estados Unidos;2012;;210 - 214;30;;;doi: 10.1016/j.jenvman.2011.06.050.;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, SERGIO YEPES, ANGELA MARIA YEPES, GILBERTO BUSTAMANTE, HARORLD JARAMILLO, EDWARD VALENCIA, THOMAS VILLAMIL, JORGE GALLO,;
asd126;asd;8;Efecto del choque térmico sobre la eficiencia en la triploidización y la sobrevivencia de larvas de Rhamdia quelen;Colombia;2012;;409 - 417;15;;;;;;;LILIANA CARDONA, MARTHA OLIVERA, MONICA CECILIA BOTERO AGUIRRE, ARIEL MARCEL TARAZONA MORALES, ARIEL MARCEL TARAZONA MORALES,;
asd127;asd;8;Efecto de la suplementación de ensilajes sobre perfiles metabólicos en cabras lactantes;Colombia;2012;;26 - 37;1;;;;;;;OSWALDO BEDOYA MEJIA, RICARDO ROSERO NOGUERA, FREDY ARLEY ARENAS SANCHEZ, SANDRA LUCIA POSADA OCHOA,;
asd128;asd;8;Aplicación del análisis por componentes principales en la evaluación de tres variedades de pasto;Colombia;2012;;258 - 266;25;;;;;;;LUIS FERNANDO RESTREPO, SANDRA LUCIA POSADA OCHOA, LUIS FERNANDO RESTREPO BETANCUR, JAIME RICARDO ROSERO NOGUERA,;
asd129;asd;8;Efecto de la suplementación de ensilajes sobre perfiles metabólicos en cabras lactantes;Colombia;2012;;26 - 37;1;;;;;;;OSWALDO BEDOYA, JAIME RICARDO ROSERO NOGUERA, FREDY ARENAS SANCHEZ, SANDRA LUCIA POSADA OCHOA,;
asd130;asd;8;Aliso en Simbiosis Dual con Frankia y Endomicorrizas y Respuesta a Boro en un Andisol;Colombia;2012;;6467 - 6476;64;;;;;;;MARISOL MEDINA SIERRA, JESUS OSWALDO VELASQUEZ RESTREPO, LUZ MARY PINZON SARMIENTO,;
asd131;asd;8;Efecto del transporte sobre el peso vivo, rendimiento en canal y algunos aspectos de calidad de carne en machos Holstein;Colombia;2012;;1 - 7;24;;;;;;;RICARDO ROSERO NOGUERA, RAUL VELASQUEZ, ALVARO HOYOS, SANDRA LUCIA POSADA OCHOA, ESTEBAN PEREZ,;
asd132;asd;8;Effect of transport on live weight, carcass yield and some aspects of meat quality in Holstein bulls;Colombia;2012;;1 - 10;24;;;;;;;JAIME RICARDO ROSERO NOGUERA, RAUL VELASQUEZ VELEZ, SANDRA LUCIA POSAD OCHOA, ALVARO HOYOS VELASQUEZ, ESTEBAN PEREZ,;
asd133;asd;8;DIETARY FATTY ACID INTERVENTION OF LACTATING COW simultaneously affects lipid profiles OF MEAT AND MILK;Estados Unidos;2012;;2968 - 2972;92;;;doi: 10.1002/jsfa.5709.;;;;JOAQUIN ANGULO ARIZALA, BEATE HILLER, MARTHA OLIVERA ANGEL, LILIANA MAHECHA LEDESMA, DIRK DANNENBERGER, GERD NUERNBERG, BERND LOSAND, KARIN NUERNBG,;
asd134;asd;8;SSPi producen elevada cantidad de carne de alta calidad en Colombia y México;Colombia;2012;;60 - 72;129;;;NA;;;;LILIANA MAHECHA LEDESMA, GABRIELA CORRAL, MARIA MERCEDES MURGUEITIO, CARLOS SANCHEZ, JOAQUIN ANGULO, MARTHA OLIVERA ANGEL, BALDOMERO SOLORIO, ALVARO ZAPATA, CESAR CUARTAS, JUAN FERNANDO NARANJO, CARLOS RODRIGUEZ-MUELA, JOSE RAMIREZ, ALBERTO MEJIA, MARTHA XOCHITL, ENRIQUE MURGUEITIO,;
asd135;asd;8;Creatinine used as an indicator of urinary excretion in Nelore cattle;Colombia;2012;;56 - 63;25;;;;;;;SANDRA LUCIA POSAD OCHOA, JAIME RICARDO ROSERO NOGUERA, NORBERTO MARIO RODRIGUEZ, ANA LUIZA COSTA CRUZ BORGES,;
asd136;asd;8;Aplicación del análisis por componentes principales en la evaluación de tres variedades de pasto;Colombia;2012;;258 - 266;25;;;;;;;LUIS FERNANDO RESTREPO, SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA,;
asd137;asd;8;Creatinine used as an indicator of urinary excretion in Nelore cattle;Colombia;2012;;56 - 63;25;;;;;;;SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA, NORBERTO MARIO RODRIGUEZ, ANA LUIZA COSTA CRUZ BORGES,;
asd138;asd;8;Nutritional evaluation of fruit and vegetable waste as feedstuff for diets of lactating Holstein cows;Estados Unidos;2012;;S210 - S214;95;;;DOI: 10.1016/j.jenvman.2011.06.050;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, SERGIO YEPES, ANGELA MARIA YEPES, GILBERTO BUSTAMANTE, EDWARD VALENCIA, THOMAS VILLAMIL, HAROLD JARAMILLO, JORGE GALLO,;
